CPU: ID 0x206a7, Processor Type 0x0, Family 0x6, Model 0x2a, Stepping 0x7
Northbridge: 8086:0100 (2nd generation (Sandy Bridge family) Core Processor (Desktop))
Southbridge: 8086:1c4e (Q67)
IGD: 8086:0102 (Intel(R) HD 2000 Graphics)

============= GPIOS =============

GPIOBASE = 0x0480 (IO)

gpiobase+0x0000: 0xbff7edfe (GPIO_USE_SEL)
gpiobase+0x0000: 0xb96ba1ff (GPIO_USE_SEL) DEFAULT
gpiobase+0x0000: 0x069c4c01 (GPIO_USE_SEL) DIFF
gpiobase+0x0004: 0xbfffa7ff (GP_IO_SEL)
gpiobase+0x0004: 0xf6ff6eff (GP_IO_SEL) DEFAULT
gpiobase+0x0004: 0x4900c900 (GP_IO_SEL) DIFF
gpiobase+0x0008: 0x00000000 (RESERVED)
gpiobase+0x000c: 0xf8d1b63d (GP_LVL)
gpiobase+0x000c: 0x02fe0100 (GP_LVL) DEFAULT
gpiobase+0x000c: 0xfa2fb73d (GP_LVL) DIFF
gpiobase+0x0010: 0x00000000 (RESERVED)
gpiobase+0x0014: 0x00000000 (RESERVED)
gpiobase+0x0018: 0x00000000 (GPO_BLINK)
gpiobase+0x0018: 0x00040000 (GPO_BLINK) DEFAULT
gpiobase+0x0018: 0x00040000 (GPO_BLINK) DIFF
gpiobase+0x001c: 0x00000000 (GP_SER_BLINK)
gpiobase+0x0020: 0x00080000 (GP_SB_CMDSTS)
gpiobase+0x0024: 0x00000000 (GP_SB_DATA)
gpiobase+0x0028: 0x0000     (GPI_NMI_EN)
gpiobase+0x002a: 0x0000     (GPI_NMI_STS)
gpiobase+0x002c: 0x00002400 (GPI_INV)
gpiobase+0x002c: 0x00000000 (GPI_INV) DEFAULT
gpiobase+0x002c: 0x00002400 (GPI_INV) DIFF
gpiobase+0x0030: 0x1303f0ff (GPIO_USE_SEL2)
gpiobase+0x0030: 0x020300ff (GPIO_USE_SEL2) DEFAULT
gpiobase+0x0030: 0x1100f000 (GPIO_USE_SEL2) DIFF
gpiobase+0x0034: 0x1f55ffff (GP_IO_SEL2)
gpiobase+0x0034: 0x1f57fff4 (GP_IO_SEL2) DEFAULT
gpiobase+0x0034: 0x0002000b (GP_IO_SEL2) DIFF
gpiobase+0x0038: 0xbcff3f04 (GP_LVL2)
gpiobase+0x0038: 0xa4aa0007 (GP_LVL2) DEFAULT
gpiobase+0x0038: 0x18553f03 (GP_LVL2) DIFF
gpiobase+0x003c: 0x00000000 (RESERVED)
gpiobase+0x0040: 0x00000770 (GPIO_USE_SEL3)
gpiobase+0x0040: 0x00000130 (GPIO_USE_SEL3) DEFAULT
gpiobase+0x0040: 0x00000640 (GPIO_USE_SEL3) DIFF
gpiobase+0x0044: 0x00000bf0 (GP_IO_SEL3)
gpiobase+0x0044: 0x00000ff0 (GP_IO_SEL3) DEFAULT
gpiobase+0x0044: 0x00000400 (GP_IO_SEL3) DIFF
gpiobase+0x0048: 0x00000def (GPIO_LVL3)
gpiobase+0x0048: 0x000000c0 (GPIO_LVL3) DEFAULT
gpiobase+0x0048: 0x00000d2f (GPIO_LVL3) DIFF
gpiobase+0x004c: 0x00000000 (RESERVED)
gpiobase+0x0050: 0x00000000 (RESERVED)
gpiobase+0x0054: 0x00000000 (RESERVED)
gpiobase+0x0058: 0x00000000 (RESERVED)
gpiobase+0x005c: 0x00000000 (RESERVED)
gpiobase+0x0060: 0x01000000 (GP_RST_SEL1)
gpiobase+0x0064: 0x00000000 (GP_RST_SEL2)
gpiobase+0x0068: 0x00000400 (GP_RST_SEL3)
gpiobase+0x0068: 0x00000000 (GP_RST_SEL3) DEFAULT
gpiobase+0x0068: 0x00000400 (GP_RST_SEL3) DIFF
gpiobase+0x006c: 0x00000000 (RESERVED)
gpiobase+0x0070: 0x00000000 (RESERVED)
gpiobase+0x0074: 0x00000000 (RESERVED)
gpiobase+0x0078: 0x00000000 (RESERVED)
gpiobase+0x007c: 0x00000000 (RESERVED)



============= RCBA ==============

RCBA = 0xfed1c000 (MEM)

0x0050: 0x812a0654
pmbase+0x0042: 0x00       (GPE_CNTL)
pmbase+0x0043: 0x00       (RESERVED)
pmbase+0x0044: 0x1360     (DEVACT_STS)
pmbase+0x0046: 0x0000     (RESERVED)
pmbase+0x0048: 0x00000000 (RESERVED)
pmbase+0x004c: 0x00000000 (RESERVED)
pmbase+0x0050: 0x00       (PM2_CNT)
pmbase+0x0051: 0x00       (RESERVED)
pmbase+0x0052: 0x0000     (RESERVED)
pmbase+0x0054: 0x00002000 (RESERVED)
pmbase+0x0058: 0x00000000 (RESERVED)
pmbase+0x005c: 0x00000000 (RESERVED)
pmbase+0x0060: 0x0003     (TCO_RLD)
pmbase+0x0062: 0x00       (TCO_DAT_IN)
pmbase+0x0063: 0x00       (TCO_DAT_OUT)
pmbase+0x0064: 0x0200     (TCO1_STS)
pmbase+0x0066: 0x0000     (TCO2_STS)
pmbase+0x0068: 0x1800     (TCO1_CNT)
pmbase+0x006a: 0x0008     (TCO2_CNT)
pmbase+0x006c: 0x0000     (TCO_MESSAGE)
pmbase+0x006e: 0x00       (TCO_WDCNT)
pmbase+0x006f: 0x00       (RESERVED)
pmbase+0x0070: 0x03       (SW_IRQ_GEN)
pmbase+0x0071: 0x00       (RESERVED)
pmbase+0x0072: 0x0004     (TCO_TMR)
pmbase+0x0074: 0x00000000 (RESERVED)
pmbase+0x0078: 0x00000000 (RESERVED)
pmbase+0x007c: 0x00000000 (RESERVED)



============= MCHBAR ============

MCHBAR = 0xfed10000 (MEM)

0x0004: 0x00001b50
0x0008: 0x00000006
0x000c: 0x00063bb6
0x0010: 0x01f01f0b
0x0020: 0x00018b28
0x0030: 0x000000ff
0x0034: 0x00000d10
0x0104: 0x00001b50
0x0108: 0x00000006
0x010c: 0x00063bb6
0x0110: 0x02002027
0x0120: 0x00018220
0x0130: 0x000000ff
0x0134: 0x00000d10
0x020c: 0x00063bb6
0x0210: 0x02102015
0x0220: 0x00019836
0x0230: 0x000000ff
0x0234: 0x00000d10
0x030c: 0x00063bb6
0x0310: 0x02002038
0x0320: 0x00019531
0x0330: 0x000000ff
0x0334: 0x00000d10
0x040c: 0x00063bb6
0x0410: 0x02201e1f
0x0420: 0x0009a905
0x0430: 0x000000ff
0x0434: 0x00000d10
0x050c: 0x00063bb6
0x0510: 0x02312006
0x0520: 0x0009a402
0x0530: 0x000000ff
0x0534: 0x00000d10
0x060c: 0x00063bb6
0x0610: 0x02101d31
0x0620: 0x0009b311
0x0630: 0x000000ff
0x0634: 0x00000d10
0x070c: 0x00063bb6
0x0710: 0x02011d11
0x0720: 0x0009b00d
0x0730: 0x000000ff
0x0734: 0x00000d10
0x080c: 0x00063bb6
0x0830: 0x000000ff
0x0834: 0x00000d10
0x090c: 0x00063bb6
0x0930: 0x000000ff
0x0934: 0x00000d10
0x0a00: 0x00000001
0x0a04: 0x000b53a4
0x0a08: 0x000853a4
0x0a0c: 0x01fe4016
0x0a10: 0x00003fff
0x0b00: 0x00000001
0x0b04: 0x000b53a4
0x0b08: 0x000853a4
0x0b0c: 0x01fe4015
0x0b10: 0x00003fff
0x0c00: 0x00000001
0x0c04: 0x000953ab
0x0c14: 0x0100000a
0x0c1c: 0x000002ff
0x0c20: 0x0000ffff
0x0c34: 0x00000c0e
0x0d00: 0x00000001
0x0d04: 0x000953ab
0x0d14: 0x0100000a
0x0d1c: 0x000002ff
0x0d20: 0x0000ffff
0x0d34: 0x00000c0e
0x0e00: 0x00000001
0x0e04: 0x000b53a4
0x0e08: 0x000853a4
0x0e0c: 0x01fe4016
0x0e10: 0x00003fff
0x0f00: 0x00000001
0x0f04: 0x000b53a4
0x0f08: 0x000853a4
0x0f0c: 0x01fe4015
0x0f10: 0x00003fff
0x100c: 0x00063bb6
0x1010: 0x02411f04
0x1020: 0x00020825
0x1030: 0x000000ff
0x1034: 0x00000d10
0x110c: 0x00063bb6
0x1110: 0x02311f2c
0x1120: 0x00020724
0x1130: 0x000000ff
0x1134: 0x00000d10
0x120c: 0x00063bb6
0x1210: 0x02212010
0x1220: 0x0002122e
0x1230: 0x000000ff
0x1234: 0x00000d10
0x130c: 0x00063bb6
0x1310: 0x02212038
0x1320: 0x00020e2a
0x1330: 0x000000ff
0x1334: 0x00000d10
0x140c: 0x00063bb6
0x1410: 0x02111e21
0x1420: 0x00021a39
0x1430: 0x000000ff
0x1434: 0x00000d10
0x150c: 0x00063bb6
0x1510: 0x02121f07
0x1520: 0x0002132f
0x1530: 0x000000ff
0x1534: 0x00000d10
0x160c: 0x00063bb6
0x1610: 0x02211f2b
0x1620: 0x00021e3c
0x1630: 0x000000ff
0x1634: 0x00000d10
0x170c: 0x00063bb6
0x1710: 0x01f22012
0x1720: 0x00021b37
0x1730: 0x000000ff
0x1734: 0x00000d10
0x1810: 0x08220200
0x1814: 0x0ca57a4c
0x1818: 0x00000400
0x1910: 0x08220200
0x1914: 0x0ca57a4c
0x1918: 0x00000400
0x4000: 0x00187999
0x4004: 0x0a145454
0x4008: 0x0a022220
0x400c: 0x00001690
0x4020: 0x00100005
0x4024: 0x00000022
0x4028: 0x000e0001
0x4034: 0x00009a36
0x4038: 0x46d1ab68
0x403c: 0xbafcfdcf
0x4080: 0x0000007a
0x4084: 0x0000007a
0x4088: 0x0000007a
0x40a8: 0x01000040
0x40ac: 0x00000040
0x40b0: 0x00000340
0x40b4: 0xffffffff
0x40b8: 0x00040000
0x4200: 0x00460000
0x4204: 0x00000320
0x4208: 0x00000320
0x420c: 0x00060400
0x4210: 0x00000244
0x4214: 0x00000242
0x4218: 0x00000242
0x421c: 0x00000240
0x4220: 0x0001f006
0x4224: 0x0001f201
0x4228: 0x0001f105
0x422c: 0x0001f002
0x4230: 0x00282004
0x4234: 0x08281064
0x4238: 0x04281064
0x423c: 0x00280c01
0x4270: 0x0d61a2b4
0x4284: 0x000c0000
0x428c: 0x00000044
0x4290: 0x00004080
0x4294: 0x000198ff
0x4298: 0x5a6b1450
0x42a0: 0x00001001
0x42a4: 0x41f97200
0x42ac: 0x00000001
0x4360: 0x00000320
0x4364: 0x00000320
0x4380: 0x00000aaa
0x4384: 0x00373131
0x4388: 0x5f7003ff
0x438c: 0x551d1519
0x4400: 0x00187999
0x4404: 0x0a145454
0x4408: 0x0a022220
0x440c: 0x00001690
0x4420: 0x00100005
0x4424: 0x00000023
0x4428: 0x000e0002
0x4434: 0x00028bfa
0x4438: 0x19ed5483
0x443c: 0x53fe4b49
0x44a8: 0x01000040
0x44ac: 0x00000040
0x44b0: 0x00000340
0x44b4: 0xffffffff
0x44b8: 0x00040000
0x4560: 0x0000007a
0x4600: 0x00460000
0x4604: 0x00000320
0x4608: 0x00000320
0x460c: 0x00060400
0x4610: 0x00000244
0x4614: 0x00000242
0x4618: 0x00000242
0x461c: 0x00000240
0x4620: 0x0001f006
0x4624: 0x0001f201
0x4628: 0x0001f105
0x462c: 0x0001f002
0x4630: 0x00282004
0x4634: 0x08281064
0x4638: 0x04281064
0x463c: 0x00280c01
0x4670: 0xcb379ffc
0x4684: 0x000c0000
0x468c: 0x00000044
0x4690: 0x00004080
0x4694: 0x000198ff
0x4698: 0x5a6b1450
0x46a0: 0x00001001
0x46a4: 0x41f97200
0x46ac: 0x00000001
0x4760: 0x00000320
0x4764: 0x00000320
0x4780: 0x00000aaa
0x4784: 0x00373131
0x4788: 0x5f7003ff
0x478c: 0x551d1519
0x4c00: 0x00187999
0x4c04: 0x0a145454
0x4c08: 0x0a022220
0x4c0c: 0x00001690
0x4c20: 0x00100005
0x4c24: 0x00000022
0x4c28: 0x000e0001
0x4c34: 0x00009a36
0x4c38: 0x46d1ab68
0x4c3c: 0xbafcfdcf
0x4ca8: 0x01000040
0x4cac: 0x00000040
0x4cb0: 0x00000340
0x4cb4: 0xffffffff
0x4cb8: 0x00040000
0x4d60: 0x0000007a
0x4e00: 0x00460000
0x4e04: 0x00000320
0x4e08: 0x00000320
0x4e0c: 0x00060400
0x4e10: 0x00000244
0x4e14: 0x00000242
0x4e18: 0x00000242
0x4e1c: 0x00000240
0x4e20: 0x0001f006
0x4e24: 0x0001f201
0x4e28: 0x0001f105
0x4e2c: 0x0001f002
0x4e30: 0x00282004
0x4e34: 0x08281064
0x4e38: 0x04281064
0x4e3c: 0x00280c01
0x4e70: 0x0d6fdda3
0x4e84: 0x000c0000
0x4e8c: 0x00000044
0x4e90: 0x00004080
0x4e94: 0x000198ff
0x4e98: 0x5a6b1450
0x4ea0: 0x00001001
0x4ea4: 0x41f97200
0x4eac: 0x00000001
0x4f60: 0x00000320
0x4f64: 0x00000320
0x4f80: 0x00000aaa
0x4f84: 0x00373131
0x4f88: 0x5f7003ff
0x4f8c: 0x551d1519
0x5000: 0x00000024
0x5004: 0x00600008
0x5008: 0x00600008
0x500c: 0x00600000
0x5014: 0x08100000
0x5020: 0x00000006
0x5030: 0x0000019f
0x5034: 0xc04eb002
0x5040: 0x00811872
0x5044: 0x4eecc8ef
0x5048: 0xbd418f83
0x5050: 0xfb6c8ae8
0x5054: 0x13182260
0x5058: 0x130c74c6
0x5060: 0x000100ff
0x5064: 0x00073150
0x5074: 0x00000010
0x5080: 0x00002016
0x5084: 0x0001044c
0x5094: 0xffffffff
0x50fc: 0x0000008f
0x5418: 0x00000020
0x541c: 0x30000000
0x5500: 0x00100001
0x5880: 0xca9171e5
0x5888: 0x00e4d5d0
0x5890: 0x00530d71
0x5894: 0x0052cb45
0x58a4: 0x00002020
0x5924: 0x00000010
0x5928: 0x6c5ccb6a
0x592c: 0x004de8c3
0x5930: 0x01e00208
0x5934: 0x000a02a0
0x5938: 0x000a1003
0x593c: 0x835c1f38
0x5940: 0x00001a2d
0x5944: 0x0000459e
0x5948: 0x00001100
0x5954: 0x00040000
0x5958: 0x60012100
0x595c: 0x00001000
0x5960: 0x001ea1cf
0x5964: 0x19c30a23
0x5968: 0x19c2fb50
0x596c: 0x7ed6349a
0x5970: 0x006ddee6
0x5974: 0x006ddee4
0x5978: 0x0000002b
0x597c: 0x0000002b
0x5980: 0x0000002a
0x5984: 0x19c3f1a4
0x5990: 0x000000ff
0x5994: 0x000000ff
0x5998: 0x00111116
0x599c: 0x00661400
0x59b0: 0x00000380
0x59b4: 0x18141494
0x59b8: 0x00000118
0x59bc: 0x18141494
0x59c0: 0x883c0000
0x5d10: 0x1817040c
0x5d14: 0x8000cafe
0x5d20: 0x00000005
0x5da8: 0x00000001
0x5e00: 0x00000005
0x5e04: 0x00000005
0x5efc: 0xffff0000
0x5f00: 0x80002707
0x5f04: 0x1800001a
0x5f08: 0x0000001a
0x5f0c: 0x1800001a
0x5f10: 0x32039020
0x5f14: 0x801db100
0x6000: 0x00000004
0x6008: 0x800000d8
0x6010: 0xfff00000
0x6014: 0x0000007f
0x6020: 0x00000001
0x6030: 0x000700b0
0x6034: 0x000700b0
0x6200: 0x883c0000
0x63fc: 0x00000001
0x6410: 0x00000f00
0x6430: 0x00fac688
0x6434: 0x00fac688
0x6440: 0x00463000
0x6444: 0x104dc000
0x6800: 0x80000044
0x7000: 0x80444444
0x7400: 0x09249249
0x7404: 0x00120249
0x7408: 0x01ffffff
0x740c: 0xb124f851
0x7410: 0x00000017
0x7500: 0x000f0000
0x7504: 0x000000b0
0x77fc: 0x00000001
0x7800: 0x00444444
0x7804: 0x00004444
 .tCK = TCK_MHZ666,
.rankmap = { 0x1, 0x1 },
.mad_dimm = { 0x600008, 0x600008 },
.mobile = 1,
.CAS = 9 /* 9 clocks = 13.500 ns */,
.tWR = 10 /* 10 clocks = 15.000 ns */,
.reg_4004_b30 = { 0, 0 },
.tFAW = 20 /* 20 clocks = 30.000 ns */,
.tWTR = 5 /* 5 clocks = 7.500 ns */,
.tCKE = 4 /* 4 clocks = 6.000 ns */,
.tRTP = 5 /* 5 clocks = 7.500 ns */,
.tRRD = 4 /* 4 clocks = 6.000 ns */,
.tRAS = 24 /* 24 clocks = 36.000 ns */,
.tCWL = 7 /* 7 clocks = 10.500 ns */,
.tRP = 9 /* 9 clocks = 13.500 ns */,
.tRCD = 9 /* 9 clocks = 13.500 ns */,
.tXPDLL = 16 /* 16 clocks = 24.000 ns */,
.tXP = 4 /* 4 clocks = 6.000 ns */,
.tAONPD = 22 /* 22 clocks = 33.000 ns */,
.tREFI = 5200 /* 5200 clocks = 7800.000 ns */,
.tRFC = 107 /* 107 clocks = 160.500 ns */,
.tMOD = 12 /* 12 clocks = 18.000 ns */,
.tXSOffset = 7 /* 7 clocks = 10.500 ns */,
.reg5064b0 = 0x150,
.channel_size_mb = { ?, 2048 },
/* CH0S0: 2048 MiB  */
/* CH1S0: 2048 MiB  */
/* SPD matching current mode:  */
/* CH0S0  */
00: 92 11 0b 03 03 00 00 01 03 52 01 08 0c 00 20 00 
10: 6c 78 6c 30 6c 11 20 81 04 05 3c 3c 00 f0 00 00 
20: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
30: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 65 00 
40: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
50: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
60: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
70: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 b0 59 
80: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
90: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
a0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
b0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
c0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
d0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
f0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 

/* CH1S0  */
00: 92 11 0b 03 03 00 00 01 03 52 01 08 0c 00 20 00 
10: 6c 78 6c 30 6c 11 20 81 04 05 3c 3c 00 f0 00 00 
20: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
30: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 65 00 
40: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
50: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
60: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
70: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 b0 59 
80: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
90: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
a0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
b0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
c0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
d0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
f0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 




============= EPBAR =============

EPBAR = 0xfed19000 (MEM)

0x0000: 0x04010002
0x0004: 0x00000001
0x0010: 0x00000001
0x0014: 0x800000ff
0x001c: 0x00008001
0x0020: 0x01000000
0x0040: 0x00010005
0x0044: 0x00000501
0x0050: 0x01000000
0x0060: 0x02000002
0x0070: 0x03000002
0x0080: 0x04000002
0x0090: 0x05000002



============= DMIBAR ============

DMIBAR = 0xfed18000 (MEM)

dmibase+0x0000: 0x04010002 (DMI VCECH)
dmibase+0x0004: 0x00000001 (DMI PVCCAP1)
dmibase+0x0008: 0x00000000 (DMI PVVAP2)
dmibase+0x000c: 0x0000     (DMI PVCCTL)
dmibase+0x0010: 0x00000001 (DMI VC0RCAP)
dmibase+0x0014: 0x80000019 (DMI VC0RCTL)
dmibase+0x001a: 0x0000     (DMI VC0RSTS)
dmibase+0x001c: 0x00008001 (DMI VC1RCAP)
dmibase+0x0020: 0x81000022 (DMI VC1RCTL)
dmibase+0x0026: 0x0000     (DMI VC1RSTS)
dmibase+0x0028: 0x00000001 (DMI VCPRCAP)
dmibase+0x002c: 0x82000044 (DMI VCPRCTL)
dmibase+0x0032: 0x0000     (DMI VCPRSTS)
dmibase+0x0034: 0x00008000 (DMI VCMRCAP)
dmibase+0x0038: 0x87000080 (DMI VCMRCTL)
dmibase+0x003e: 0x0000     (DMI VCMRSTS)
dmibase+0x0044: 0x01000202 (DMI ESC)
dmibase+0x0050: 0x00000000 (DMI LE1D)
dmibase+0x0058: 0x00000000 (DMI LE1A)
dmibase+0x005c: 0x00000000 (DMI LUE1A)
dmibase+0x0060: 0x00000000 (DMI LE2D)
dmibase+0x0068: 0x00000000 (DMI LE2A)
dmibase+0x0084: 0x0001ac42 (LCAP)
dmibase+0x0088: 0x0003     (LCTL)
dmibase+0x008a: 0x0042     (LSTS)
dmibase+0x0098: 0x0002     (LCTL2)
dmibase+0x009a: 0x0000     (LSTS2)
dmibase+0x0bc0: 0xe978875c (AFE_BMUF0)
dmibase+0x0bc4: 0x0001505b (RSVD)
dmibase+0x0bc8: 0x00375af6 (RSVD)
dmibase+0x0bcc: 0x01100000 (AFE_BMUT0)


========= PCIEXBAR ========

PCIEXBAR: 0xf0000000

PCIe 00:01.0 extended config space:
0000: 86 80 01 01 04 04 10 00 09 00 04 06 10 00 81 00
0010: 00 00 00 00 00 00 00 00 00 01 01 00 f0 00 00 00
0020: f0 ff 00 00 f1 ff 01 00 00 00 00 00 00 00 00 00
0030: 00 00 00 00 88 00 00 00 00 00 00 00 0b 01 03 00
0040: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0050: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0060: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0070: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 0a
0080: 01 90 03 c8 0b 00 00 00 0d 80 00 00 86 80 00 00
0090: 05 a0 01 00 04 10 e0 fe 21 40 00 00 00 00 00 00
00a0: 10 00 42 01 00 80 00 00 00 00 00 00 02 4d 21 02
00b0: 00 00 01 10 00 00 04 00 00 00 00 00 08 00 00 00
00c0: 00 00 00 00 00 08 00 00 00 00 00 00 00 00 00 00
00d0: 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00f0: 00 00 00 00 00 00 01 00 00 00 00 00 00 00 10 00
0100: 02 00 01 14 00 00 00 00 00 00 00 00 00 00 00 00
0110: 01 00 00 00 ff 00 00 80 00 00 02 00 00 00 00 00
0120: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0130: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0140: 05 00 01 00 00 01 00 02 00 00 00 00 00 00 00 00
0150: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0160: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0170: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0180: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0190: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
01a0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
01b0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
01c0: 01 00 01 00 00 00 00 00 00 00 00 00 10 00 06 00
01d0: 00 00 00 00 00 20 00 00 00 00 00 00 00 00 00 00
01e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
01f0: 00 00 00 00 00 00 00 00 00 08 00 04 00 00 00 7c
0200: 00 00 00 80 00 80 f4 00 b0 74 00 00 00 00 00 00
0210: 00 00 00 00 ff ff 00 00 ff 0f 00 00 00 00 00 00
0220: 00 00 00 00 1d 00 01 00 00 00 00 00 28 32 42 00
0230: 0c 00 00 28 bc b5 bc 4a f4 00 09 00 00 00 00 00
0240: 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00
0250: 20 01 d0 00 30 2f 14 00 00 06 00 40 00 00 00 00
0260: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0270: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0280: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0290: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
02a0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
02b0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
02c0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
02d0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
02e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
02f0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0300: 00 00 00 00 00 00 00 00 bc 00 32 00 00 00 00 00
0310: 00 00 00 00 00 00 32 00 00 00 00 00 00 00 00 00
0320: 08 30 08 30 00 00 00 00 00 00 00 00 08 00 01 00
0330: 00 00 0a 00 00 00 00 00 00 00 00 00 00 00 00 00
0340: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0350: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0360: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0370: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0380: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0390: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
03a0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
03b0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
03c0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
03d0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
03e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
03f0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0400: 0b 00 01 14 01 00 00 0c 0d 00 10 04 ef 01 81 02
0410: 03 00 00 00 02 00 00 00 1f 00 00 00 00 00 80 00
0420: 00 00 00 00 00 00 00 00 02 00 40 00 00 00 00 00
0430: 00 00 00 00 00 00 00 00 ff ff 00 00 00 00 00 00
0440: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0450: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0460: 00 00 00 00 00 00 00 00 84 00 00 06 00 0f 00 00
0470: bc d6 c2 ab ff ff 00 00 00 00 00 00 00 00 00 00
0480: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0490: 00 00 00 10 00 00 00 00 00 00 00 00 00 00 00 00
04a0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
04b0: 00 00 00 00 00 00 00 00 fa 00 00 00 c8 c8 00 00
04c0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
04d0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
04e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
04f0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0500: 00 00 00 00 00 00 03 00 01 00 00 00 00 00 00 00
0510: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0520: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0530: 00 00 00 00 80 7e d1 37 00 00 00 00 00 00 00 00
0540: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0550: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0560: 00 00 00 e0 00 00 00 00 00 00 00 e0 00 00 00 00
0570: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
